"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.338453279E1,-4.125699997E-1,-7.817933559E-1,-3.804664016E-1,9.623770253E-1
9.338948644E1,-7.005624771E-1,-1.019740224E0,-7.310220003E-1,1.437028557E0
9.339444003E1,-8.353319168E-1,-1.169307947E0,-7.649932504E-1,1.627966572E0
9.339938238E1,-9.080114365E-1,-1.177418351E0,-6.210902333E-1,1.611381960E0
9.340433545E1,-1.071795464E0,-9.626348019E-1,-5.049602985E-1,1.526563520E0
9.340928852E1,-1.257273674E0,-7.236850262E-1,-3.524407744E-1,1.492873607E0
9.341424159E1,-1.512323380E0,-2.882618904E-1,-2.930508256E-1,1.567193577E0
9.341920024E1,-1.910851479E0,1.844836473E-1,-1.018322706E-1,1.922435279E0
9.342415357E1,-1.729915619E0,3.227093220E-1,-1.589747667E-1,1.766924540E0
9.342910691E1,-1.403076172E0,4.311429262E-1,-3.233625293E-1,1.503020390E0
9.343406024E1,-1.164913177E0,5.917026997E-1,-4.620848298E-1,1.385877767E0
9.343904415E1,-1.448328018E0,8.804822564E-1,-5.037352443E-1,1.768234218E0
9.344399899E1,-1.087259293E0,1.205234408E0,-7.879108191E-1,1.804307681E0
9.344895389E1,-8.217964172E-1,1.336820006E0,-6.843184829E-1,1.711937168E0
9.345390878E1,-7.643718719E-1,1.481146216E0,-2.469815016E-1,1.684950544E0
9.345881842E1,-4.579114914E-1,1.444587469E0,6.104159355E-2,1.516654861E0
9.346377102E1,-4.459009171E-1,1.448043108E0,5.152820349E-1,1.600366222E0
9.346872368E1,2.122926712E-1,1.273621082E0,6.752082109E-1,1.457080975E0
9.347367628E1,5.371627808E-1,9.996560812E-1,6.498670578E-1,1.307739778E0
9.347863659E1,3.997955322E-1,8.587154746E-1,9.031927586E-1,1.308810870E0
9.348358962E1,4.731035233E-1,6.825164557E-1,9.653141499E-1,1.273376246E0
9.348854258E1,7.664871216E-1,4.329715967E-1,8.063392639E-1,1.193796431E0
9.349349560E1,9.495058060E-1,1.252367496E-1,3.941978216E-1,1.035682114E0
9.349844576E1,9.624700546E-1,-3.924965858E-2,2.490061522E-1,9.949337694E-1
9.350339863E1,6.573610306E-1,-9.279417992E-2,3.459075689E-1,7.485895608E-1
9.350835144E1,4.413270950E-1,-2.569329739E-1,1.230366230E-1,5.252829413E-1
9.351330430E1,6.875619888E-1,-4.147216082E-1,-3.307567835E-1,8.684097826E-1
9.351826092E1,4.766912460E-1,-4.363384247E-1,-2.586413026E-1,6.960754904E-1
9.352321399E1,1.273069382E-1,-2.796045542E-1,2.115081549E-1,3.729898964E-1
9.352816701E1,-8.685112000E-3,-1.322628260E-1,7.092738152E-1,7.215526531E-1
9.353312008E1,-7.831716537E-1,8.683419228E-2,1.519731879E0,1.711865357E0
9.353807284E1,-4.605607986E-1,8.220565319E-2,1.635062575E0,1.700677407E0
9.354302586E1,-4.561977386E-1,-3.912198544E-2,1.436761975E0,1.507956193E0
9.354797894E1,-1.788139343E-3,-1.830769777E-1,8.776708841E-1,8.965637501E-1
9.355293196E1,1.315650940E-1,-4.322137833E-1,5.380460620E-1,7.025750446E-1
9.355788586E1,-4.645442963E-2,-5.517165661E-1,6.808748841E-1,8.775760885E-1
9.356283894E1,1.726427078E-1,-4.339332581E-1,5.513904691E-1,7.225891131E-1
9.356779201E1,2.142486572E-1,-1.834045649E-1,5.236570835E-1,5.947742955E-1
9.357274508E1,4.372596741E-3,1.228286028E-1,4.481822848E-1,4.647293252E-1
9.357769863E1,-3.871736526E-1,6.153153181E-1,5.969089270E-1,9.406469290E-1
9.358265175E1,-6.944322586E-1,9.914792180E-1,7.037325501E-1,1.400180954E0
9.358760482E1,-1.034526825E0,1.334320068E0,8.288202286E-1,1.880850544E0
9.359255795E1,-8.569755554E-1,1.387444496E0,6.905885339E-1,1.770966362E0
9.359751206E1,-5.622158051E-1,1.320029497E0,4.093872309E-1,1.492032972E0
9.360246524E1,-5.214786530E-1,1.329521537E0,1.239836812E-1,1.433506001E0
9.360741836E1,-6.387681961E-1,1.344048738E0,-1.395326257E-1,1.494644163E0
9.361237154E1,-6.195707321E-1,1.265380740E0,-2.470725775E-1,1.430419927E0
9.361732753E1,-7.918348312E-1,1.182250738E0,-1.412595510E-1,1.429920791E0
9.362228087E1,-8.562107086E-1,1.130301356E0,3.645664454E-2,1.418452333E0
9.362723415E1,-7.816581726E-1,9.659476280E-1,1.672201753E-1,1.253796995E0
9.363218743E1,-8.242664337E-1,7.921621799E-1,1.419755220E-1,1.151995279E0
9.363713675E1,-7.349901199E-1,7.019728422E-1,6.414508820E-2,1.018376620E0
9.364208988E1,-6.311635971E-1,5.778137445E-1,-2.356416583E-1,8.875602519E-1
9.364704295E1,-3.787784576E-1,5.009188652E-1,-5.389209986E-1,8.275437585E-1
9.365199607E1,-2.841091156E-2,3.687192202E-1,-6.357858181E-1,7.355165870E-1
9.365695113E1,1.395540237E-1,3.616051674E-1,-3.968739808E-1,5.547455085E-1
9.366190436E1,-6.333351135E-3,3.456417322E-1,6.905955076E-2,3.525301972E-1
9.366685753E1,-2.573614120E-1,4.373068810E-1,4.821037054E-1,6.999258441E-1
9.367181071E1,-1.995754242E-2,4.996793270E-1,6.129245162E-1,7.910462666E-1
9.367676508E1,3.198604584E-1,3.400385380E-1,4.331133962E-1,6.368077685E-1
9.368171837E1,3.622150421E-1,2.488586903E-1,1.166807413E-1,4.546919615E-1
9.368667159E1,2.848911285E-2,4.291750193E-1,-2.541853786E-1,4.996128835E-1
9.369162488E1,1.471376419E-1,5.782172680E-1,-5.196810961E-1,7.912351966E-1
9.369657680E1,2.749385834E-1,7.038730383E-1,-4.967154562E-1,9.042979172E-1
9.370153003E1,-5.708503723E-2,8.613940477E-1,-4.370195866E-1,9.675972954E-1
9.370648321E1,-2.764329910E-1,1.057190180E0,-1.859320700E-1,1.108438997E0
9.371143639E1,-1.797676086E-1,1.073139548E0,3.443151712E-3,1.088097761E0
9.371640790E1,-3.296575546E-1,1.127154589E0,1.995727420E-2,1.174542406E0
9.372136201E1,-3.644514084E-1,1.216369152E0,4.782164097E-2,1.270694949E0
9.372631613E1,-1.837444305E-1,1.275856137E0,1.684756875E-1,1.299982675E0
9.373127024E1,1.044540405E-1,1.325250030E0,1.189035475E-1,1.334667127E0
9.373621170E1,2.918205261E-1,1.369667053E0,1.959979534E-2,1.400546753E0
9.374116514E1,4.430189133E-1,1.452472806E0,-1.007848382E-1,1.521874040E0
9.374611863E1,6.658048630E-1,1.590046287E0,-2.688812315E-1,1.744660547E0
9.375107212E1,9.911575317E-1,1.756209135E0,-3.647534549E-1,2.049319121E0
9.375602477E1,1.129399300E0,1.891455770E0,-4.503290653E-1,2.248542633E0
9.376097821E1,1.114249229E0,2.120235682E0,-6.239404082E-1,2.475126729E0
9.376593165E1,1.108651161E0,2.324803352E0,-7.688239813E-1,2.687918961E0
9.377088503E1,1.275300980E0,2.426073551E0,-7.156708241E-1,2.832738991E0
9.377583529E1,1.293365479E0,2.563126802E0,-6.510608196E-1,2.943856902E0
9.378078857E1,1.227659225E0,2.620963812E0,-4.262097478E-1,2.925449235E0
9.378574186E1,1.150102615E0,2.609038830E0,-1.537821293E-1,2.855427916E0
9.379069514E1,1.163660049E0,2.505545616E0,-2.251592278E-2,2.762674522E0
9.379565217E1,1.146187782E0,2.341794252E0,-4.137165099E-2,2.607577106E0
9.380060560E1,1.155138969E0,2.132213593E0,-1.288251728E-1,2.428430927E0
9.380555909E1,1.223974228E0,1.903122306E0,-2.183937430E-1,2.273253890E0
9.381051253E1,1.352629662E0,1.735835075E0,-3.025406599E-1,2.221319712E0
9.381546519E1,1.541049480E0,1.661268473E0,-5.029001236E-1,2.321110720E0
9.382041857E1,1.633646965E0,1.643356562E0,-7.428074479E-1,2.433348742E0
9.382537201E1,1.656854630E0,1.624601245E0,-8.057960868E-1,2.456380223E0
9.383032545E1,1.660968304E0,1.648262024E0,-7.935565114E-1,2.470893632E0
9.383527482E1,1.598159790E0,1.635389209E0,-6.896533966E-1,2.388353907E0
9.384022805E1,1.444588661E0,1.552569747E0,-5.299833417E-1,2.185907492E0
9.384518128E1,1.317582130E0,1.447848320E0,-4.215506017E-1,2.002496526E0
9.385013451E1,1.217053413E0,1.383754134E0,-4.597724676E-1,1.899311780E0
9.385508852E1,1.140529633E0,1.307898760E0,-5.179104805E-1,1.810977160E0
9.386004180E1,1.068800926E0,1.258879066E0,-5.225393772E-1,1.732096799E0
9.386499508E1,9.516019821E-1,1.241595626E0,-3.182994425E-1,1.596377326E0
9.386994831E1,8.560047150E-1,1.196051598E0,-1.369735599E-1,1.477174753E0
9.387488863E1,8.585758209E-1,1.110049009E0,2.255183458E-2,1.403520512E0
9.387984123E1,9.424571991E-1,1.009873748E0,3.132350743E-2,1.381684378E0
9.388479383E1,9.688234329E-1,9.456579685E-1,-7.326734066E-2,1.355822975E0
9.388974649E1,1.035829544E0,8.648154140E-1,-5.933137238E-2,1.350691955E0
9.389470186E1,1.028532982E0,8.106240630E-1,-1.388377994E-1,1.316915867E0
9.389965462E1,9.995679855E-1,7.786633968E-1,-8.278828859E-2,1.269766413E0
9.390460738E1,9.536628723E-1,6.640312076E-1,1.404187381E-1,1.170524558E0
9.390956014E1,8.071002960E-1,5.075145960E-1,1.619253159E-1,9.670583027E-1
9.391451592E1,6.341953278E-1,4.646227360E-1,1.582359076E-1,8.019455112E-1
9.391946878E1,4.493741989E-1,3.460642099E-1,1.190109029E-1,5.795353338E-1
9.392442170E1,2.455015182E-1,2.141407728E-1,-4.516933858E-2,3.288883324E-1
9.392937462E1,-8.417129517E-3,1.330633163E-1,-2.343676388E-1,2.696384326E-1
9.393432831E1,-2.859811783E-1,1.600784063E-1,-2.641474307E-1,4.209325310E-1
9.393928123E1,-4.866275787E-1,2.157971859E-1,-2.708463073E-1,5.972709167E-1
9.394423420E1,-6.343107224E-1,3.667801619E-1,-2.617674768E-1,7.780745411E-1
9.394918712E1,-7.505693436E-1,5.479683280E-1,-3.445043266E-1,9.911139486E-1
9.395413915E1,-8.880739212E-1,6.684124470E-1,-3.372780383E-1,1.161553685E0
9.395909201E1,-9.487323761E-1,7.641870975E-1,-3.164800406E-1,1.258663838E0
9.396404493E1,-9.446544647E-1,7.996466756E-1,-7.814109325E-2,1.240126160E0
9.396899779E1,-1.000340462E0,7.798222303E-1,2.022176832E-1,1.284404820E0
9.397395988E1,-1.051087379E0,7.502459288E-1,4.829858243E-1,1.378741796E0
9.397891321E1,-1.166293144E0,6.224816442E-1,7.784824371E-1,1.534196207E0
9.398386654E1,-1.180800438E0,4.445056915E-1,1.048173785E0,1.640287557E0
9.398881993E1,-1.190497398E0,3.411415815E-1,1.129577279E0,1.676188075E0
9.399379092E1,-1.243241310E0,2.524733543E-1,1.168932199E0,1.725049053E0
9.399874514E1,-1.425077438E0,2.261238098E-1,1.199764729E0,1.876542855E0
9.400369941E1,-1.659205437E0,1.994028091E-1,1.216918349E0,2.067272220E0
9.400865363E1,-1.699107170E0,1.386098862E-1,1.148653150E0,2.055622031E0
9.401358097E1,-1.597743034E0,8.729362488E-2,1.026513457E0,1.901087283E0
9.401853383E1,-1.513277054E0,3.623414040E-2,9.684479237E-1,1.797000761E0
9.402348670E1,-1.462471008E0,5.971693993E-2,9.294947386E-1,1.733882358E0
9.402843962E1,-1.380623817E0,1.285332441E-1,8.691033721E-1,1.636454580E0
9.403339571E1,-1.169669151E0,1.803244352E-1,8.590825796E-1,1.462417760E0
9.403834873E1,-9.278545380E-1,2.031564713E-1,8.009780645E-1,1.242478352E0
9.404330180E1,-7.413663864E-1,1.517945528E-1,7.231411338E-1,1.046708558E0
9.404825488E1,-5.814447403E-1,1.053266525E-1,6.666464210E-1,8.908362029E-1
9.405318696E1,-5.629348755E-1,6.382429600E-2,8.048679829E-1,9.842670799E-1
9.405809519E1,-6.282215118E-1,8.705627918E-2,1.041493177E0,1.219405225E0
9.406304508E1,-6.933841705E-1,4.777288437E-2,1.088101387E0,1.291134573E0
9.406799498E1,-9.042968750E-1,-1.617527008E-2,1.227649689E0,1.524840397E0
9.407301649E1,-9.759654999E-1,-6.245422363E-2,1.402753115E0,1.710007453E0
9.407796993E1,-8.870754242E-1,-1.602516174E-1,1.365078092E0,1.635855001E0
9.408292336E1,-7.263336182E-1,-2.833557129E-1,1.117737055E0,1.362786523E0
9.408787686E1,-5.513124466E-1,-3.117202520E-1,9.579463601E-1,1.148379797E0
9.409283295E1,-2.950611115E-1,-3.050841093E-1,8.681700230E-1,9.663625417E-1
9.409778654E1,-8.686828613E-2,-2.299876213E-1,6.918766499E-1,7.342572463E-1
9.410274014E1,8.524036407E-2,2.143120766E-2,4.531681538E-1,4.616130327E-1
9.410769368E1,1.949758530E-1,1.452450752E-1,6.014725566E-1,6.487533826E-1
9.411264826E1,2.352275848E-1,2.948257923E-1,7.718377113E-1,8.590621148E-1
9.411760191E1,1.534214020E-1,5.228788853E-1,8.210167289E-1,9.853978508E-1
9.412255555E1,4.058742523E-2,7.098782659E-1,8.073877096E-1,1.075848226E0
9.412750915E1,-8.649349213E-2,1.013785124E0,9.036931992E-1,1.360846354E0
9.413246128E1,-9.857654572E-2,1.185346484E0,1.098026276E0,1.618772784E0
9.413741482E1,-1.082792282E-1,1.394791007E0,1.285910964E0,1.900192978E0
9.414236842E1,-6.773471832E-2,1.512736559E0,1.255271912E0,1.966892844E0
9.414732196E1,-1.292133331E-2,1.561084390E0,1.141100645E0,1.933717175E0
9.415226753E1,-1.802158356E-2,1.633261561E0,7.736887932E-1,1.807335734E0
9.415722071E1,3.186225891E-3,1.666934967E0,5.378512740E-1,1.751561112E0
9.416217383E1,4.826354980E-2,1.590455651E0,5.609151125E-1,1.687158651E0
9.416712701E1,1.027889252E-1,1.483211398E0,5.688543320E-1,1.591878408E0
9.417208201E1,1.954002380E-1,1.403202057E0,6.335702538E-1,1.551956356E0
9.417703529E1,2.734107971E-1,1.319352388E0,7.479470372E-1,1.541060985E0
9.418198852E1,3.607664108E-1,1.315448523E0,7.137061357E-1,1.539458888E0
9.418694180E1,5.388021469E-1,1.367516041E0,6.155277491E-1,1.593512562E0
9.419189847E1,8.360509872E-1,1.526371241E0,5.278646946E-1,1.818634530E0
9.419685186E1,9.317770004E-1,1.748787045E0,4.073167443E-1,2.022961057E0
9.420180529E1,1.108608246E0,1.866708517E0,4.073510170E-1,2.208969846E0
9.420675873E1,1.277916908E0,1.925827503E0,3.275351524E-1,2.334344120E0
9.421170951E1,1.336878777E0,2.002435446E0,2.951788604E-1,2.425721158E0
9.421666284E1,1.448340893E0,2.036489725E0,2.957491577E-1,2.516435834E0
9.422161613E1,1.550013065E0,2.028246403E0,2.334349304E-1,2.563360263E0
9.422656941E1,1.510338306E0,2.025405884E0,3.208003044E-1,2.546822261E0
9.423151977E1,1.585526943E0,2.034739017E0,2.533238828E-1,2.591955159E0
9.423647295E1,1.507481098E0,1.986787796E0,2.708518505E-1,2.508622278E0
9.424142607E1,1.235749245E0,1.905197620E0,2.865185440E-1,2.288874624E0
9.424637920E1,9.835586548E-1,1.842094421E0,2.295587361E-1,2.100808582E0
9.425133633E1,8.848953247E-1,1.756477952E0,8.708807826E-2,1.968715029E0
9.425628967E1,8.869009018E-1,1.730031133E0,1.297080331E-2,1.944162846E0
9.426124300E1,8.147516251E-1,1.693788648E0,-8.612536825E-3,1.879578242E0
9.426619633E1,6.015148163E-1,1.617006183E0,2.403205484E-1,1.741919354E0
9.427115644E1,4.100790024E-1,1.446889400E0,3.430796564E-1,1.542516572E0
9.427611014E1,4.892425537E-1,1.264821053E0,2.595027983E-1,1.380750620E0
9.428106383E1,4.725599289E-1,9.876628518E-1,3.129663467E-1,1.138744365E0
9.428601748E1,1.113300323E-1,6.107993722E-1,5.330248475E-1,8.182821868E-1
9.429095915E1,-7.955265045E-2,9.052067995E-2,6.050488949E-1,6.169333699E-1
9.429591222E1,-2.534055710E-1,-4.750790000E-1,6.183081865E-1,8.198899031E-1
9.430086529E1,-4.604969025E-1,-9.950066209E-1,6.903810501E-1,1.295654880E0
9.430581837E1,-5.309352875E-1,-1.528931260E0,7.212460041E-1,1.771925189E0
9.431077409E1,-8.620586395E-1,-1.954720736E0,8.830358982E-1,2.311672695E0
9.431572732E1,-8.912725449E-1,-2.260884047E0,7.165684104E-1,2.533660141E0
9.432068055E1,-1.071174622E0,-2.506990433E0,6.564337611E-1,2.804161440E0
9.432563373E1,-1.212545395E0,-2.554649353E0,6.781065464E-1,2.907976640E0
9.433058753E1,-1.310611725E0,-2.493028879E0,7.379732132E-1,2.911614767E0
9.433554081E1,-1.257763863E0,-2.449113369E0,7.421059012E-1,2.851464080E0
9.434049404E1,-9.967794418E-1,-2.389287949E0,5.586318970E-1,2.648459128E0
9.434544727E1,-7.361364365E-1,-2.212245941E0,5.058840513E-1,2.385759340E0
9.435039508E1,-6.026639938E-1,-1.994337559E0,4.904500544E-1,2.140356850E0
9.435534805E1,-4.622421265E-1,-1.831095576E0,2.465400547E-1,1.904563150E0
9.436030102E1,-3.019237518E-2,-1.614483118E0,-2.189408243E-2,1.614913827E0
9.436525399E1,3.796348572E-1,-1.425019503E0,-2.381872535E-1,1.493832780E0
9.437020826E1,3.988027573E-1,-1.130789280E0,-1.776520610E-1,1.212142025E0
9.437516128E1,4.417076111E-1,-7.463295460E-1,-2.234706581E-1,8.955738607E-1
9.438011436E1,3.336715698E-1,-4.392840862E-1,-2.151457071E-1,5.921105473E-1
9.438506738E1,1.562633514E-1,-3.727505207E-1,-2.876693010E-2,4.052020755E-1
9.439002295E1,-6.890296936E-2,-3.334532380E-1,-6.219238043E-3,3.405544891E-1
9.439497613E1,-3.345794678E-1,-3.837177753E-1,4.223283008E-2,5.108486697E-1
9.439992930E1,-5.689163208E-1,-4.232980609E-1,6.627620757E-2,7.122075288E-1
9.440488243E1,-8.006401062E-1,-4.118908644E-1,-1.090377569E-3,9.003776167E-1
9.440984394E1,-9.675216675E-1,-3.906292319E-1,-4.264087602E-2,1.044273728E0
9.441479753E1,-9.547958374E-1,-3.381628990E-1,-6.590549648E-2,1.015053088E0
9.441975107E1,-9.540834427E-1,-3.047237992E-1,-1.081660092E-1,1.007388552E0
9.442470467E1,-9.581670761E-1,-2.163214684E-1,-2.166484594E-1,1.005890490E0
9.442965175E1,-8.330507278E-1,-1.210193038E-1,-3.174229860E-1,8.996535662E-1
9.443460503E1,-5.908384323E-1,-1.265208125E-1,-2.994504869E-1,6.743650074E-1
9.443955826E1,-3.154401779E-1,-3.397746682E-1,-3.030869663E-1,5.539052628E-1
9.444451154E1,-1.026506424E-1,-6.427870989E-1,-3.389476538E-1,7.338923088E-1
9.444946133E1,-2.661323547E-2,-7.815899849E-1,-2.582833171E-1,8.235905783E-1
9.445441441E1,2.050018311E-2,-8.331900835E-1,-2.967844903E-1,8.847072999E-1
9.445936748E1,1.033363342E-1,-8.074694872E-1,-3.510797024E-1,8.865338844E-1
9.446432061E1,3.287506104E-2,-6.951466203E-1,-5.206900835E-1,8.691534711E-1
9.446927665E1,3.906822205E-2,-6.285111308E-1,-8.949096203E-1,1.094264957E0
9.447422988E1,-4.971504211E-3,-5.885617137E-1,-1.184351802E0,1.322542550E0
9.447918310E1,-5.135440826E-2,-4.844343662E-1,-1.261250854E0,1.352060519E0
9.448413633E1,-1.574964523E-1,-3.404365182E-1,-1.224957108E0,1.281101898E0
9.448909107E1,-2.204151154E-1,-2.646750808E-1,-9.702640772E-1,1.029586374E0
9.449404441E1,-2.257728577E-1,-2.141071558E-1,-6.709900498E-1,7.396234883E-1
9.449899769E1,-3.171529770E-1,-1.935364008E-1,-4.935306907E-1,6.177498619E-1
9.450395102E1,-4.058971405E-1,-1.624351740E-1,-3.967257440E-1,5.903634392E-1
9.450890019E1,-4.297742844E-1,-1.712885499E-1,-3.062040210E-1,5.548032131E-1
9.451385331E1,-3.721418381E-1,-2.794728279E-1,-1.619688869E-1,4.927763484E-1
9.451880639E1,-3.025102615E-1,-3.981124163E-1,1.385386288E-1,5.188438166E-1
9.452375951E1,-1.994152069E-1,-4.074771404E-1,4.502080381E-1,6.391332586E-1
9.452871290E1,1.763105392E-1,-3.573932052E-1,4.575331807E-1,6.067552396E-1
9.453366602E1,3.912477493E-1,-3.090271354E-1,4.376586676E-1,6.634136576E-1
9.453861915E1,4.766769409E-1,-2.430385947E-1,4.262359440E-1,6.840802179E-1
9.454357227E1,5.714607239E-1,-2.501204014E-1,5.057754517E-1,8.030793122E-1
9.454852805E1,5.894308090E-1,-2.463063002E-1,6.687021852E-1,9.248016461E-1
9.455348133E1,5.714931488E-1,-2.328675985E-1,6.021255255E-1,8.621988669E-1
9.455843456E1,6.780319214E-1,-2.389922142E-1,2.369565070E-1,7.569629787E-1
9.456338784E1,7.150297165E-1,-1.899082661E-1,-1.732621342E-1,7.598370958E-1
9.456833691E1,6.370811462E-1,-1.525058150E-1,-2.700996399E-1,7.085790189E-1
9.457328993E1,5.353307724E-1,-7.025367022E-2,-3.838959038E-1,6.624882482E-1
9.457824300E1,6.777973175E-1,3.252011538E-2,-5.457679033E-1,8.708210871E-1
9.458319602E1,5.880231857E-1,1.828310490E-1,-5.853880644E-1,8.496338302E-1
9.458816050E1,2.949676514E-1,3.282414675E-1,-4.817331433E-1,6.533109502E-1
9.459311409E1,1.242675781E-1,4.639768600E-1,-4.670082033E-1,6.699355339E-1
9.459806774E1,-1.036663055E-1,5.233665705E-1,-4.208380580E-1,6.795321487E-1
9.460302133E1,-2.164716721E-1,6.189155579E-1,-4.026147425E-1,7.694251643E-1
9.460796305E1,-2.788829803E-1,6.523892283E-1,-3.573570848E-1,7.944126812E-1
9.461291607E1,-3.507452011E-1,6.378793716E-1,-2.898713946E-1,7.835417757E-1
9.461786909E1,-3.267612457E-1,5.584325790E-1,-2.793495357E-1,7.047382636E-1
9.462282212E1,-3.027477264E-1,5.193005800E-1,-2.851509750E-1,6.653122251E-1
9.462778014E1,-1.112499237E-1,4.606633186E-1,-2.860398889E-1,5.535395710E-1
9.463273342E1,1.302938461E-1,3.947064877E-1,-3.055911660E-1,5.159027607E-1
9.463768670E1,3.213453293E-1,3.097244501E-1,-3.360173702E-1,5.586588662E-1
9.464263998E1,4.787025452E-1,1.676768064E-1,-4.347039461E-1,6.680113464E-1
9.464759076E1,4.420747757E-1,6.450098753E-2,-4.990139008E-1,6.697800817E-1
9.465254394E1,4.150552750E-1,-6.008082628E-2,-4.509171247E-1,6.157977268E-1
9.465749706E1,4.359121323E-1,-1.680191755E-1,-4.799716473E-1,6.697929625E-1
9.466245019E1,3.705892563E-1,-2.712535262E-1,-3.996232152E-1,6.087804091E-1
9.466740446E1,2.766399384E-1,-3.292174935E-1,-2.647884786E-1,5.050017346E-1
9.467235769E1,1.996011734E-1,-3.659946322E-1,-2.495440841E-1,4.858651553E-1
9.467731087E1,1.729631424E-1,-3.696361780E-1,-3.175875545E-1,5.171160484E-1
9.468226409E1,1.775150299E-1,-2.876439691E-1,-4.140312672E-1,5.344834225E-1
9.468721534E1,1.844911575E-1,-1.631472111E-1,-4.577542543E-1,5.198008821E-1
9.469216847E1,1.771001816E-1,-3.904122114E-2,-3.414951563E-1,3.866621691E-1
9.469712154E1,1.338472366E-1,7.498216629E-2,-2.208007276E-1,2.688686842E-1
9.470207467E1,1.648454666E-1,1.288325191E-1,-1.670165956E-1,2.677057882E-1
9.470702639E1,2.436885834E-1,1.802054644E-1,-2.132048905E-1,3.705596583E-1
9.471197941E1,3.080816269E-1,2.007405758E-1,-3.449370861E-1,5.041752284E-1
9.471693248E1,3.293218613E-1,1.641572118E-1,-5.048388243E-1,6.247101064E-1
9.472188550E1,3.600473404E-1,8.987510204E-2,-5.067937970E-1,6.281334046E-1
9.472684206E1,3.691263199E-1,4.516953230E-2,-4.873876274E-1,6.130589091E-1
9.473179529E1,3.206834793E-1,-8.492553234E-2,-4.063068032E-1,5.245335626E-1
9.473674852E1,2.147817612E-1,-1.425336003E-1,-3.357331455E-1,4.232774234E-1
9.474170170E1,5.149078369E-2,-2.066992521E-1,-2.110565305E-1,2.998678721E-1
9.474665805E1,-1.786003113E-1,-3.280766606E-1,-1.822607219E-1,4.156336574E-1
9.475161139E1,-2.360849380E-1,-4.568248987E-1,-2.223892212E-1,5.602517753E-1
9.475656477E1,-3.197612762E-1,-5.166068673E-1,-1.355498135E-1,6.224979366E-1
9.476151816E1,-4.367694855E-1,-5.552502275E-1,-1.130895913E-1,7.154436765E-1
9.476646769E1,-4.578342438E-1,-6.039448380E-1,-2.764207125E-2,7.583703886E-1
9.477142087E1,-4.141921997E-1,-5.765259266E-1,2.721947432E-2,7.104070820E-1
9.477637404E1,-3.657884598E-1,-5.181474090E-1,6.325066090E-2,6.373998594E-1
9.478132722E1,-3.174095154E-1,-4.789975286E-1,1.284662485E-1,5.888047298E-1
9.478627769E1,-2.906093597E-1,-4.277461171E-1,7.205742598E-2,5.221233698E-1
9.479123071E1,-2.494840622E-1,-4.050326347E-1,6.523311138E-3,4.757481330E-1
9.479618378E1,-1.701354980E-1,-3.509442806E-1,-1.796460152E-2,3.904237476E-1
9.480113680E1,-1.220035553E-1,-2.464164495E-1,-1.451901197E-1,3.109438936E-1
9.480609936E1,-2.850437164E-2,-1.346252561E-1,-1.432475746E-1,1.986361659E-1
9.481105284E1,1.702785492E-2,-2.759838104E-2,-1.841711104E-1,1.870043218E-1
9.481600639E1,4.818534851E-2,2.661025524E-2,-2.843697071E-1,2.896481725E-1
9.482095988E1,3.624629974E-2,8.769446611E-2,-2.529980540E-1,2.702075665E-1
9.482590550E1,-2.357864380E-2,8.879858255E-2,-9.627163410E-3,9.237869334E-2
9.483085863E1,-6.855297089E-2,6.778031588E-2,3.114062548E-1,3.259870190E-1
9.483581175E1,-8.947753906E-2,5.652201176E-2,5.574007034E-1,5.673592442E-1
9.484076488E1,-1.103239059E-1,7.400065660E-2,7.241473198E-1,7.362314868E-1
9.484571686E1,-9.306335449E-2,1.460884809E-1,7.033248544E-1,7.243400327E-1
9.485066993E1,-5.459499359E-2,2.341893911E-1,6.063334942E-1,6.522772343E-1
9.485562300E1,3.346920013E-2,3.952350914E-1,4.109442234E-1,5.711445698E-1
9.486057607E1,1.160964966E-1,4.290435612E-1,1.585286856E-1,4.718984193E-1
9.486552925E1,1.434497833E-1,3.268874884E-1,7.969760895E-2,3.657662905E-1
9.487048232E1,1.492376328E-1,2.727771103E-1,1.158004999E-1,3.317965924E-1
9.487543540E1,1.359491348E-1,1.525162458E-1,2.914032936E-1,3.558921916E-1
9.488038847E1,5.145359039E-2,7.124072313E-2,4.862343669E-1,4.941119025E-1
9.488535342E1,-1.060161591E-1,6.425577402E-2,5.887192488E-1,6.016299397E-1
9.489030706E1,-1.766424179E-1,1.451771855E-1,5.836358666E-1,6.268251621E-1
9.489526076E1,-1.848335266E-1,2.773686647E-1,4.226016998E-1,5.382276521E-1
9.490021441E1,-1.334085464E-1,3.411145210E-1,2.404195666E-1,4.381307165E-1
9.490517165E1,-4.897594452E-2,3.370295167E-1,1.230751872E-1,3.621257240E-1
9.491012550E1,5.859947205E-2,4.036938548E-1,5.249100924E-2,4.112881382E-1
9.491507936E1,9.877204895E-2,5.122278929E-1,-1.317043900E-1,5.380328784E-1
9.492003321E1,1.433372498E-1,5.911668539E-1,-2.221387029E-1,6.475873838E-1
9.492497982E1,2.397727966E-1,6.360750794E-1,-2.503635585E-1,7.244062480E-1
9.492993331E1,1.857166290E-1,6.951361895E-1,-2.118980885E-1,7.500705221E-1
9.493488680E1,5.371379852E-2,6.589258313E-1,-2.804052830E-1,7.181194511E-1
