"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.439886097E0,-2.112073898E-1,-1.900467873E-1,-4.820668697E-1,5.595666267E-1
5.444839691E0,-1.981534958E-1,-1.660537720E-1,-4.418435097E-1,5.119222110E-1
5.449793337E0,-1.066913605E-1,-1.257724762E-1,-3.501720428E-1,3.870687559E-1
5.454745732E0,-5.867099762E-2,-6.470346451E-2,-2.764196396E-1,2.898907405E-1
5.459699274E0,-4.178047180E-2,9.786081314E-2,-1.800835133E-1,2.091707874E-1
5.464652868E0,-1.527881622E-2,2.232689857E-1,-5.210924149E-2,2.297778389E-1
5.469606409E0,1.615905762E-2,3.973655701E-1,1.424789429E-2,3.979491348E-1
5.474556201E0,3.807640076E-2,5.459609032E-1,9.330558777E-2,5.551838009E-1
5.479509534E0,-1.377105713E-2,6.455640793E-1,1.593062878E-1,6.650722636E-1
5.484462920E0,-9.157848358E-2,7.154097557E-1,1.677138805E-1,7.404901640E-1
5.489416305E0,-1.170377731E-1,7.532424927E-1,1.931588650E-1,7.863729651E-1
5.494370316E0,-1.478023529E-1,7.805957794E-1,2.025661469E-1,8.198831321E-1
5.499323701E0,-2.623300552E-1,7.571964264E-1,1.440889835E-1,8.142021378E-1
5.504277087E0,-2.866897583E-1,6.525640488E-1,9.470868111E-2,7.190275304E-1
5.509230524E0,-2.694921494E-1,5.480313301E-1,4.788708687E-2,6.125826723E-1
5.514183337E0,-2.016153336E-1,4.295592308E-1,5.624318123E-2,4.778422030E-1
5.519136670E0,-1.308565140E-1,2.690682411E-1,4.578256607E-2,3.026833147E-1
5.524090055E0,4.740715027E-3,1.194128990E-1,8.063817024E-2,1.441680593E-1
5.529043441E0,2.048578262E-1,-1.210403442E-2,1.317741871E-1,2.438804482E-1
5.533999482E0,4.122729301E-1,-1.535367966E-1,1.729907990E-1,4.727243736E-1
5.538952972E0,6.512179375E-1,-1.903829575E-1,2.416784763E-1,7.202353494E-1
5.543906514E0,8.602056503E-1,-2.205543518E-1,2.560925484E-1,9.242193334E-1
5.548860003E0,1.042281628E0,-1.156606674E-1,2.515952587E-1,1.078438017E0
5.553826253E0,1.183754444E0,-9.798049927E-3,2.680530548E-1,1.213763991E0
5.558780420E0,1.280479431E0,9.215831757E-2,2.807841301E-1,1.314138675E0
5.563734534E0,1.287716866E0,2.017860413E-1,3.035867214E-1,1.338318807E0
5.568688701E0,1.275162697E0,2.998614311E-1,3.336710930E-1,1.351774086E0
5.573623024E0,1.250007153E0,4.003267288E-1,3.611569405E-1,1.361327920E0
5.578576201E0,1.235876083E0,4.459023476E-1,3.981392384E-1,1.372855947E0
5.583529326E0,1.196862698E0,3.845734596E-1,4.541628361E-1,1.336652889E0
5.588482503E0,1.137772083E0,3.689889908E-1,4.791395664E-1,1.288508018E0
5.593429274E0,1.106093407E0,3.108816147E-1,5.545229912E-1,1.275768690E0
5.598382087E0,1.106328011E0,2.129974365E-1,6.110651493E-1,1.281690365E0
5.603334899E0,1.164331913E0,1.043496132E-1,6.111643314E-1,1.319120724E0
5.608287764E0,1.177292824E0,-2.936840057E-3,5.963025093E-1,1.319698337E0
5.613241514E0,1.183634758E0,-1.299448013E-1,5.028066635E-1,1.292552294E0
5.618194378E0,1.130805016E0,-2.363882065E-1,4.101445675E-1,1.225894748E0
5.623147243E0,9.669995308E-1,-3.245620728E-1,4.066417217E-1,1.098082930E0
5.628100159E0,8.046107292E-1,-3.448448181E-1,3.065280914E-1,9.275105633E-1
5.633053076E0,6.816644669E-1,-3.692135811E-1,2.386109829E-1,8.111228729E-1
5.638005941E0,5.384740829E-1,-4.072408676E-1,1.786444187E-1,6.983647261E-1
5.642958805E0,4.037041664E-1,-4.065432549E-1,6.957936287E-2,5.771444878E-1
5.647911722E0,2.366786003E-1,-4.079775810E-1,-9.736800194E-2,4.816046037E-1
5.652867920E0,9.921360016E-2,-4.283833504E-1,-2.360117435E-1,4.990562858E-1
5.657820993E0,-5.892944336E-2,-4.369082451E-1,-3.442270756E-1,5.593333295E-1
5.662774014E0,-1.804556847E-1,-4.479856491E-1,-3.988859653E-1,6.263907800E-1
5.667727087E0,-3.154134750E-1,-4.261131287E-1,-4.484951496E-1,6.944105111E-1
5.672680576E0,-3.710808754E-1,-3.599777222E-1,-4.886753559E-1,7.113990301E-1
5.677633649E0,-4.074234962E-1,-3.639278412E-1,-5.362620354E-1,7.655157408E-1
5.682586722E0,-4.102916718E-1,-3.591017723E-1,-5.344772339E-1,7.635176830E-1
5.687539795E0,-3.967394829E-1,-3.313789368E-1,-5.119721889E-1,7.275505063E-1
5.692494066E0,-4.072623253E-1,-2.999272346E-1,-4.451892376E-1,6.738044263E-1
5.697447191E0,-3.870797157E-1,-3.075413704E-1,-3.866219521E-1,6.276057159E-1
5.702400316E0,-3.481860161E-1,-2.991695404E-1,-3.411638737E-1,5.719516626E-1
5.707353493E0,-3.168239594E-1,-2.439479828E-1,-2.943971157E-1,4.965457696E-1
5.712308337E0,-2.739276886E-1,-2.251553535E-1,-2.934765816E-1,4.602823218E-1
5.717261566E0,-2.838983536E-1,-1.830396652E-1,-3.232796192E-1,4.675590940E-1
5.722214795E0,-2.634339333E-1,-1.583814621E-1,-3.023769855E-1,4.311774184E-1
5.727168024E0,-2.651848793E-1,-1.556873322E-1,-3.447349072E-1,4.619564068E-1
5.732118857E0,-2.794747353E-1,-1.294822693E-1,-3.664195538E-1,4.786805564E-1
5.737071982E0,-2.776951790E-1,-1.774215698E-1,-3.367938995E-1,4.711933325E-1
5.742025055E0,-2.741818428E-1,-2.252640724E-1,-3.253216743E-1,4.814081190E-1
5.746978180E0,-2.211461067E-1,-3.131880760E-1,-3.869054317E-1,5.446909074E-1
5.751931514E0,-1.448650360E-1,-3.670349121E-1,-3.930482864E-1,5.569447556E-1
5.756884639E0,-9.522151947E-2,-4.129705429E-1,-4.298532009E-1,6.036435881E-1
5.761837764E0,-2.912855148E-2,-4.628820419E-1,-3.855934143E-1,6.031505106E-1
5.766790889E0,2.024507523E-2,-4.500617981E-1,-3.467874527E-1,5.685305819E-1
5.771748857E0,-1.335048676E-2,-3.608198166E-1,-3.351488113E-1,4.926397277E-1
5.776702191E0,-7.703399658E-2,-2.577400208E-1,-2.911572456E-1,3.964047132E-1
5.781655576E0,-1.041202545E-1,-1.861705780E-1,-3.148009777E-1,3.802632865E-1
5.786608909E0,-1.498060226E-1,-1.366372108E-1,-3.387956619E-1,3.948342340E-1
5.791561514E0,-2.380228043E-1,-9.980440140E-2,-2.986867428E-1,3.947525101E-1
5.796514847E0,-2.759237289E-1,-1.113724709E-1,-2.328877449E-1,3.778550426E-1
5.801468180E0,-2.520828247E-1,-1.305537224E-1,-1.819150448E-1,3.371692579E-1
5.806421514E0,-2.454071045E-1,-1.690955162E-1,-9.803676605E-2,3.137341997E-1
5.811370159E0,-1.583242416E-1,-2.243733406E-1,1.139187813E-2,2.748449315E-1
5.816323232E0,-1.030521393E-1,-2.343177795E-1,1.057605743E-1,2.769654569E-1
5.821276357E0,3.004550934E-2,-2.133750916E-1,1.709692478E-1,2.750675299E-1
5.826229430E0,1.334977150E-1,-1.617088318E-1,2.095828056E-1,2.964731668E-1
5.831186149E0,2.193617821E-1,-1.412601471E-1,2.648680210E-1,3.717917282E-1
5.836139430E0,3.164377213E-1,-1.089553833E-1,3.387703896E-1,4.762031959E-1
5.841092712E0,3.225665092E-1,-3.388023376E-2,3.147175312E-1,4.519337867E-1
5.846045993E0,3.262944221E-1,3.118801117E-2,3.550970554E-1,4.832542403E-1
5.850999899E0,2.964572906E-1,1.122999191E-1,3.268766403E-1,4.553531981E-1
5.855953232E0,3.139886856E-1,1.117415428E-1,3.327975273E-1,4.709875383E-1
5.860906514E0,2.881937027E-1,1.156945229E-1,2.823629379E-1,4.197256981E-1
5.865859847E0,3.287472725E-1,9.560394287E-2,2.923245430E-1,4.501872072E-1
5.870814170E0,3.710241318E-1,8.977651596E-2,2.861433029E-1,4.770709790E-1
5.875767503E0,4.435586929E-1,8.640623093E-2,3.259010315E-1,5.571551249E-1
5.880720837E0,4.915819168E-1,1.070928574E-1,3.138670921E-1,5.929875315E-1
5.885674222E0,5.960717201E-1,1.233272552E-1,2.293944359E-1,6.504866752E-1
5.890627659E0,7.304415703E-1,1.517882347E-1,1.894695759E-1,7.697293524E-1
5.895580993E0,8.089780807E-1,1.996192932E-1,1.937606335E-1,8.554744768E-1
5.900534378E0,8.703041077E-1,1.979188919E-1,1.942367554E-1,9.134161400E-1
5.905487712E0,9.146094322E-1,2.111892700E-1,1.836035252E-1,9.564630551E-1
5.910436670E0,1.011094093E0,2.298426628E-1,2.162120342E-1,1.059191465E0
5.915389795E0,1.057508945E0,2.446742058E-1,2.533566952E-1,1.114621125E0
5.920342972E0,1.087762833E0,2.889490128E-1,2.373447418E-1,1.150239992E0
5.925296097E0,1.092751503E0,3.006134033E-1,2.914004326E-1,1.170208733E0
5.930249587E0,1.039575100E0,3.751296997E-1,3.126709461E-1,1.148565105E0
5.935202764E0,9.499983788E-1,4.548773766E-1,2.944293022E-1,1.093663093E0
5.940155889E0,8.360433578E-1,4.873905182E-1,3.274335861E-1,1.021631424E0
5.945109066E0,7.026529312E-1,4.729752541E-1,3.683810234E-1,9.236510765E-1
5.950062451E0,5.092325211E-1,5.137457848E-1,3.486115932E-1,8.029835209E-1
5.955015628E0,3.748230934E-1,4.641947746E-1,3.355343342E-1,6.845088966E-1
5.959968805E0,1.729536057E-1,4.343075752E-1,3.197126389E-1,5.663498839E-1
5.964921982E0,2.024936676E-2,3.832550049E-1,2.731087208E-1,4.710443811E-1
5.969877139E0,-9.814071655E-2,3.039922714E-1,2.153291702E-1,3.852396045E-1
5.974830420E0,-1.969289780E-1,2.298460007E-1,1.823036671E-1,3.533338838E-1
5.979783701E0,-2.905974388E-1,1.417512894E-1,1.145870686E-1,3.430313335E-1
5.984736982E0,-3.816337585E-1,5.398797989E-2,7.428503036E-2,3.925268059E-1
5.989692243E0,-4.700832367E-1,-1.204252243E-2,2.564692497E-2,4.709363402E-1
5.994645576E0,-4.987640381E-1,-1.180038452E-1,-2.820968628E-3,5.125411506E-1
5.999598962E0,-4.966926575E-1,-1.329994202E-1,-5.177378654E-2,5.167910281E-1
6.004552347E0,-5.257825851E-1,-1.432108879E-1,-6.890821457E-2,5.492768221E-1
6.009505264E0,-4.928541183E-1,-1.531825066E-1,-6.910729408E-2,5.207166988E-1
6.014458597E0,-4.694595337E-1,-1.295762062E-1,-1.741564274E-1,5.172163070E-1
6.019411930E0,-4.388122559E-1,-1.320919991E-1,-1.838932037E-1,4.937825457E-1
6.024365264E0,-4.888162613E-1,-9.393787384E-2,-2.226996422E-1,5.453079791E-1
6.029317139E0,-5.192747116E-1,-1.442909241E-3,-2.567839622E-1,5.792981196E-1
6.034270420E0,-5.566902161E-1,7.582902908E-2,-2.622001171E-1,6.200023707E-1
6.039223701E0,-6.414623260E-1,1.521601677E-1,-2.106297016E-1,6.920921207E-1
6.044176982E0,-6.663494110E-1,1.847343445E-1,-2.093920708E-1,7.224910760E-1
6.049131305E0,-6.747312546E-1,2.782063484E-1,-2.129631042E-1,7.602725314E-1
6.054084639E0,-6.859760284E-1,3.059473038E-1,-2.043747902E-1,7.784188584E-1
6.059037972E0,-6.860933304E-1,2.778878212E-1,-1.379814148E-1,7.529837780E-1
6.063991305E0,-6.277914047E-1,2.372956276E-1,-1.302504539E-1,6.836639843E-1
6.068945941E0,-4.948768616E-1,1.772947311E-1,-1.117062569E-1,5.374149399E-1
6.073899326E0,-3.211374283E-1,1.054329872E-1,-2.290630341E-2,3.387773035E-1
6.078852712E0,-1.706275940E-1,1.985359192E-2,1.626586914E-2,1.725471514E-1
6.083806097E0,4.491233826E-2,-1.025247574E-2,6.032705307E-3,4.646100429E-2
6.088756774E0,1.564178467E-1,-3.029155731E-2,2.034926414E-2,1.606182236E-1
6.093710055E0,2.004132271E-1,-2.126502991E-2,-3.595972061E-2,2.047211875E-1
6.098663284E0,2.130842209E-1,3.326177597E-2,-8.857178688E-2,2.331441450E-1
6.103616566E0,1.898899078E-1,9.007310867E-2,-1.232559681E-1,2.436460048E-1
6.108571826E0,1.382627487E-1,1.394896507E-1,-9.290838242E-2,2.172692290E-1
6.113525159E0,9.405517578E-2,2.241268158E-1,-1.194901466E-1,2.708451602E-1
6.118478493E0,1.428432465E-1,2.773375511E-1,-1.170852184E-1,3.332105321E-1
6.123431878E0,2.007722855E-1,3.161144257E-1,-5.982351303E-2,3.792317147E-1
6.128380732E0,2.344570160E-1,3.453078270E-1,1.867532730E-2,4.177994203E-1
6.133333857E0,2.797408104E-1,3.532676697E-1,3.291463852E-2,4.518144983E-1
6.138286982E0,3.436160088E-1,3.236446381E-1,5.255889893E-2,4.749528935E-1
6.143240107E0,4.235796928E-1,3.067722321E-1,1.465649605E-1,5.431484569E-1
6.148194587E0,5.361003876E-1,2.764363289E-1,2.217621803E-1,6.426500868E-1
6.153147816E0,6.075005531E-1,2.449607849E-1,2.163960934E-1,6.898477929E-1
6.158100993E0,7.023859024E-1,2.385902405E-1,2.758557796E-1,7.914339328E-1
6.163054170E0,7.540478706E-1,2.215747833E-1,2.951877117E-1,8.395352053E-1
6.168009951E0,7.938194275E-1,2.677378654E-1,3.031096458E-1,8.909030842E-1
6.172963284E0,7.672076225E-1,2.744431496E-1,3.162691593E-1,8.740439117E-1
6.177916618E0,7.222609520E-1,3.225955963E-1,3.201158047E-1,8.533480708E-1
6.182869951E0,6.402559280E-1,3.903956413E-1,2.430188656E-1,7.882858487E-1
6.187823389E0,5.214366913E-1,3.966879845E-1,2.090299129E-1,6.877143917E-1
6.192776722E0,4.587082863E-1,4.012932777E-1,1.298923492E-1,6.231545627E-1
6.197730055E0,3.493313789E-1,4.062085152E-1,8.415007591E-2,5.423273969E-1
6.202683389E0,2.006015778E-1,3.542113304E-1,2.903127670E-2,4.081047349E-1
6.207633805E0,6.957149506E-2,3.000841141E-1,-2.560329437E-2,3.091054790E-1
6.212586982E0,-7.984828949E-2,2.316069603E-1,-5.334234238E-2,2.507248270E-1
6.217540212E0,-2.025547028E-1,1.819558144E-1,-8.273124695E-2,2.845712305E-1
6.222493389E0,-3.702526093E-1,7.225847244E-2,-1.373896599E-1,4.014775213E-1
6.227446357E0,-4.615573883E-1,1.938104630E-2,-1.835527420E-1,4.970940120E-1
6.232399534E0,-5.246152878E-1,-4.603719711E-2,-2.141618729E-1,5.685120328E-1
6.237352712E0,-5.572090149E-1,-1.547074318E-1,-1.985707283E-1,6.114299714E-1
6.242305889E0,-5.760641098E-1,-2.229380608E-1,-2.109537125E-1,6.527271301E-1
6.247269534E0,-5.456171036E-1,-2.676100731E-1,-1.703150272E-1,6.311262817E-1
6.252223232E0,-4.946594238E-1,-2.744932175E-1,-1.769526005E-1,5.927450505E-1
6.257176930E0,-3.212823868E-1,-2.461414337E-1,-1.660177708E-1,4.374584296E-1
6.262130628E0,-1.520481110E-1,-2.512936592E-1,-1.664853096E-1,3.376158905E-1
6.267082087E0,2.997684479E-2,-1.873359680E-1,-1.739258766E-1,2.573782949E-1
6.272035680E0,1.323041916E-1,-9.260463715E-2,-1.814742088E-1,2.429257220E-1
6.276989274E0,1.629152298E-1,-3.628349304E-2,-2.561240196E-1,3.057079937E-1
6.281942868E0,1.604518890E-1,1.753568649E-2,-2.762882710E-1,3.199804958E-1
6.286896253E0,8.479213715E-2,5.683279037E-2,-2.900764942E-1,3.075126747E-1
6.291849847E0,-1.039199829E-1,8.128023148E-2,-3.524906635E-1,3.763715010E-1
6.296803389E0,-2.909221649E-1,8.590698242E-2,-3.490097523E-1,4.624105566E-1
6.301756982E0,-4.718742371E-1,1.084198952E-1,-3.724424839E-1,6.108466036E-1
6.306711774E0,-6.852941513E-1,1.293830872E-1,-3.767216206E-1,7.926457194E-1
6.311665420E0,-8.528585434E-1,1.627378464E-1,-3.426027298E-1,9.333959139E-1
6.316619066E0,-1.034570694E0,1.724658012E-1,-3.082172871E-1,1.093196629E0
6.321572712E0,-1.173582077E0,2.013092041E-1,-3.111917973E-1,1.230715492E0
6.326523597E0,-1.320466042E0,2.250947952E-1,-2.439010143E-1,1.361538078E0
6.331477087E0,-1.380323410E0,1.891098022E-1,-2.705874443E-1,1.419250788E0
6.336430576E0,-1.435528755E0,1.445775032E-1,-3.213009834E-1,1.478133885E0
6.341384118E0,-1.397375107E0,5.908632278E-2,-3.293206692E-1,1.436871771E0
6.346333441E0,-1.304202080E0,-6.476116180E-2,-2.851655483E-1,1.336583878E0
6.351286774E0,-1.177606583E0,-1.215386391E-1,-2.271716595E-1,1.205460853E0
6.356240055E0,-1.017390251E0,-1.828408241E-1,-1.508884430E-1,1.044643964E0
6.361193337E0,-8.687782288E-1,-2.169733047E-1,-1.401078701E-1,9.063571266E-1
6.366152034E0,-7.363862991E-1,-1.807613373E-1,-1.639041901E-1,7.757602891E-1
6.371105576E0,-6.272106171E-1,-1.076078415E-1,-2.511606216E-1,6.841449142E-1
6.376059170E0,-5.291004181E-1,-8.867406845E-2,-3.521528244E-1,6.417335542E-1
6.381012712E0,-4.110102654E-1,-5.246543884E-2,-4.456291199E-1,6.084959926E-1
6.385968232E0,-3.615436554E-1,-3.737688065E-2,-4.670591354E-1,5.918235226E-1
6.390921878E0,-3.734855652E-1,-7.001304626E-2,-5.197243690E-1,6.438219582E-1
6.395875576E0,-4.036431313E-1,-2.854156494E-2,-5.657267570E-1,6.955495396E-1
6.400829222E0,-3.944234848E-1,1.496505737E-2,-5.386495590E-1,6.677852842E-1
6.405769639E0,-3.621401787E-1,4.597330093E-2,-4.803771973E-1,6.033417813E-1
6.410722607E0,-3.425188065E-1,6.415176392E-2,-4.371604919E-1,5.590562381E-1
6.415675628E0,-3.231015205E-1,1.032218933E-1,-4.551086426E-1,5.676030553E-1
6.420628649E0,-2.537202835E-1,1.416282654E-1,-4.048466682E-1,4.983305857E-1
6.425580576E0,-1.367554665E-1,1.725177765E-1,-3.221831322E-1,3.902132897E-1
6.430533493E0,3.041362762E-2,1.750664711E-1,-2.045736313E-1,2.709679477E-1
6.435486462E0,2.121496201E-1,1.831932068E-1,-1.694478989E-1,3.275359564E-1
6.440439378E0,4.060554504E-1,1.686606407E-1,-1.229243279E-1,4.565499216E-1
6.445396253E0,5.185365677E-1,1.342492104E-1,-6.758213043E-3,5.356759244E-1
6.450349378E0,5.854401588E-1,1.114082336E-1,-2.382564545E-2,5.964223633E-1
6.455302555E0,6.450819969E-1,7.161378860E-2,4.161596298E-2,6.503777409E-1
6.460255680E0,6.976437569E-1,3.190279007E-2,1.368346214E-1,7.116518202E-1
6.465205941E0,7.144870758E-1,1.885890961E-3,1.492981911E-1,7.299214259E-1
6.470158909E0,7.458233833E-1,-1.380443573E-2,1.604270935E-1,7.630071650E-1
6.475111930E0,7.820010185E-1,-2.719593048E-2,1.965889931E-1,8.067914500E-1
6.480064899E0,7.533535957E-1,-6.230401993E-2,2.317810059E-1,7.906616633E-1
6.485018180E0,7.480869293E-1,-1.313042641E-1,2.328510284E-1,7.944145423E-1
6.489971201E0,7.346992493E-1,-2.344541550E-1,2.646427155E-1,8.153450218E-1
6.494924222E0,7.128839493E-1,-3.526897430E-1,2.987174988E-1,8.496032745E-1
6.499877191E0,7.710180283E-1,-4.237284660E-1,3.592529297E-1,9.503037832E-1
6.504833389E0,9.261469841E-1,-5.142898560E-1,4.842047691E-1,1.164773176E0
6.509786566E0,1.035708427E0,-5.134239197E-1,4.598550797E-1,1.244091139E0
6.514739743E0,1.129154205E0,-4.685297012E-1,3.482594490E-1,1.271138837E0
6.519692920E0,1.137233734E0,-4.319620132E-1,1.761522293E-1,1.229195410E0
6.524646462E0,1.083743095E0,-3.271074295E-1,-5.589962006E-2,1.133412165E0
6.529599639E0,9.469070435E-1,-2.691555023E-1,-2.686514854E-1,1.020417196E0
6.534552868E0,7.025132179E-1,-2.392115593E-1,-4.212126732E-1,8.533270812E-1
6.539506045E0,4.863400459E-1,-2.401952744E-1,-5.491523743E-1,7.718735261E-1
6.544461722E0,2.404141426E-1,-3.180398941E-1,-6.739544868E-1,7.830472429E-1
6.549415055E0,4.125499725E-2,-4.681677818E-1,-7.241873741E-1,8.633251992E-1
6.554368389E0,-1.255426407E-1,-5.803971291E-1,-7.932705879E-1,9.909086778E-1
6.559321670E0,-1.667056084E-1,-6.525459290E-1,-7.474999428E-1,1.006162568E0
6.564269743E0,-1.824908257E-1,-7.202773094E-1,-7.619266510E-1,1.064253036E0
6.569222816E0,-1.871571541E-1,-7.285237312E-1,-7.720503807E-1,1.077885160E0
6.574175837E0,-1.156601906E-1,-6.602587700E-1,-7.661294937E-1,1.017975110E0
6.579128909E0,8.731174469E-2,-6.251678467E-1,-7.584352493E-1,9.867533657E-1
6.584082659E0,3.553700447E-1,-6.249542236E-1,-7.778348923E-1,1.059189676E0
6.589035732E0,5.765790939E-1,-6.447091103E-1,-7.501697540E-1,1.144922682E0
6.593988857E0,7.441220284E-1,-6.433796883E-1,-7.159800529E-1,1.216668588E0
6.598941930E0,8.389616013E-1,-7.260899544E-1,-6.725587845E-1,1.297458481E0
6.603897607E0,8.851389885E-1,-7.610964775E-1,-6.030097008E-1,1.313910034E0
6.608850837E0,8.565635681E-1,-7.436771393E-1,-5.098814964E-1,1.243678405E0
6.613804066E0,7.270984650E-1,-7.791099548E-1,-4.816427231E-1,1.169471766E0
6.618757295E0,5.901865959E-1,-7.741093636E-1,-4.823603630E-1,1.086387152E0
6.623711826E0,4.314169884E-1,-7.551703453E-1,-5.335302353E-1,1.020322194E0
6.628665107E0,2.720990181E-1,-7.871489525E-1,-5.847840309E-1,1.017651076E0
6.633618441E0,1.380734444E-1,-8.175058365E-1,-5.997424126E-1,1.023264888E0
6.638571722E0,2.636623383E-2,-8.658714294E-1,-5.831909180E-1,1.044289307E0
6.643525316E0,-7.040786743E-2,-8.534049988E-1,-4.872450829E-1,9.852233912E-1
6.648478649E0,-9.242248535E-2,-7.970852852E-1,-4.366788864E-1,9.135509386E-1
6.653431930E0,-8.529186249E-2,-6.707196236E-1,-3.979434967E-1,7.845371513E-1
6.658385264E0,-6.825637817E-2,-6.157746315E-1,-3.880262375E-1,7.310278319E-1
6.663335837E0,4.488563538E-2,-5.745677948E-1,-2.966418266E-1,6.481814903E-1
6.668289014E0,1.677470207E-1,-5.709295273E-1,-1.857590675E-1,6.233827229E-1
6.673242191E0,3.193635941E-1,-5.975337029E-1,-5.508470535E-2,6.797602195E-1
6.678195368E0,4.783549309E-1,-6.563310623E-1,1.197383404E-1,8.209331114E-1
6.683148597E0,6.520218849E-1,-7.686910629E-1,2.932634354E-1,1.049772323E0
6.688101774E0,7.783675194E-1,-8.697047234E-1,4.345438480E-1,1.245419872E0
6.693054951E0,8.963041306E-1,-9.543132782E-1,5.290322304E-1,1.412072954E0
6.698008128E0,1.068909645E0,-1.065274239E0,5.762617588E-1,1.615380651E0
6.702962659E0,1.239635468E0,-1.104286671E0,5.538723469E-1,1.750119916E0
6.707915941E0,1.295002937E0,-1.025845528E0,3.097286224E-1,1.680869856E0
6.712869170E0,1.273468018E0,-8.472533226E-1,-5.847454071E-3,1.529572874E0
6.717822399E0,1.226163387E0,-7.439875603E-1,-3.367862701E-1,1.473234243E0
6.722775212E0,1.015775204E0,-6.564083099E-1,-4.932117462E-1,1.306112155E0
6.727728441E0,7.166199684E-1,-6.494078636E-1,-6.624250412E-1,1.172212305E0
6.732681670E0,4.203538895E-1,-5.772509575E-1,-8.697113991E-1,1.125306171E0
6.737634899E0,1.676483154E-1,-4.931173325E-1,-8.981437683E-1,1.038235469E0
6.742592034E0,-6.249427795E-3,-4.474925995E-1,-8.696169853E-1,9.780196231E-1
6.747545420E0,-1.308917999E-1,-4.309229851E-1,-7.667844296E-1,8.892612910E-1
6.752498857E0,-2.094616890E-1,-4.648346901E-1,-6.173665524E-1,8.006790545E-1
6.757452295E0,-2.091665268E-1,-5.563158989E-1,-4.444375038E-1,7.421338896E-1
6.762403753E0,-1.787633896E-1,-5.736827850E-1,-2.612268925E-1,6.552158245E-1
6.767357087E0,-9.004688263E-2,-6.364665031E-1,2.417469025E-2,6.432592528E-1
6.772310420E0,-2.464294434E-2,-6.559109688E-1,3.500778675E-1,7.438958173E-1
6.777263753E0,9.879350662E-2,-6.055278778E-1,6.260101795E-1,8.765346043E-1
6.782214118E0,2.156438828E-1,-5.642189980E-1,8.618173599E-1,1.052413666E0
6.787167295E0,3.187246323E-1,-4.961113930E-1,1.026445866E0,1.183766455E0
6.792120472E0,3.937735558E-1,-4.250707626E-1,1.050683737E0,1.199866276E0
6.797073649E0,5.868053436E-1,-3.369140625E-1,9.487004280E-1,1.165282841E0
6.802030941E0,7.567224503E-1,-3.105788231E-1,7.826316357E-1,1.132077890E0
6.806984274E0,8.844485283E-1,-3.412241936E-1,5.476698875E-1,1.094817544E0
6.811937659E0,1.013340473E0,-3.640766144E-1,3.514096737E-1,1.132651515E0
6.816891045E0,1.098504543E0,-4.363107681E-1,1.695492268E-1,1.194079670E0
6.821842868E0,1.102497101E0,-5.263743401E-1,-5.483150482E-3,1.221720045E0
6.826796201E0,1.195903778E0,-4.999809265E-1,-1.405267715E-1,1.303807711E0
6.831749482E0,1.379441500E0,-4.837255478E-1,-8.299517632E-2,1.464150763E0
6.836702816E0,1.559142828E0,-3.666462898E-1,-2.777242661E-2,1.601913596E0
6.841655889E0,1.616858244E0,-1.025500298E-1,9.173440933E-2,1.622702157E0
6.846609222E0,1.593507528E0,1.621460915E-1,7.380771637E-2,1.603435430E0
6.851562503E0,1.361271858E0,4.596853256E-1,-7.261109352E-2,1.438625748E0
6.856515784E0,9.684195518E-1,6.641778946E-1,-1.125218868E-1,1.179673632E0
6.861482868E0,4.872207642E-1,8.104114532E-1,-2.869653702E-2,9.460308070E-1
6.866436826E0,6.467819214E-2,8.478498459E-1,1.273658276E-1,8.597992113E-1
